CCC1=CC=C(S1)C(C2=CC(=CC=C2)OCC)NN	[(3-ethoxyphenyl)-(5-ethyl-2-thienyl)methyl]hydrazine
CC1(CCC2C1CN(C2C(=O)NC(CC3CCC3)C(=O)C(=O)NCC=C)C(=O)C(C4CCCCC4)NC(=O)NC(CN5C(=O)CC(CC5=O)(C)C)C(C)(C)C)C	(3S,3aS,6aS)-N-[3-(allylamino)-1-(cyclobutylmethyl)-2,3-dioxo-propyl]-2-[(2S)-2-cyclohexyl-2-[[(1S)-1-[(4,4-dimethyl-2,6-dioxo-1-piperidyl)methyl]-2,2-dimethyl-propyl]carbamoylamino]acetyl]-6,6-dimethyl-1,3,3a,4,5,6a-hexahydrocyclopenta[c]pyrrole-3-carboxamide
C1=CN(C(=O)NC1=O)C2C(C(C(O2)C(OP(=O)(O)OP(=O)(O)OP(=O)(O)O)F)O)O	[[(S)-[(2S,3S,4R,5R)-5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]-fluoro-methoxy]-hydroxy-phosphoryl] phosphono hydrogen phosphate
CN(C)C1=CC=C(C=C1)C2=CC(=NC(=C2)C3=CC=CC=C3OC)C4=CC=CC=C4OC	4-[2,6-bis(2-methoxyphenyl)-4-pyridyl]-N,N-dimethyl-aniline
C1CN(CC2=CC=CC=C21)C(=O)CC3(CC(=O)N(C3=O)CCC4=CC=CC=N4)C5=CC=CC=C5	(3R)-3-[2-(3,4-dihydro-1H-isoquinolin-2-yl)-2-oxo-ethyl]-3-phenyl-1-[2-(2-pyridyl)ethyl]pyrrolidine-2,5-dione
CC(C(=O)N(C)C)NCC1=CC=C(C=C1)[Si](C)(C)C	N,N-dimethyl-2-[(4-trimethylsilylphenyl)methylamino]propanamide
CC1=C(C(=NN1C2=CC=CC=C2)C)C(=O)NCC3COC4=CC=CC=C4O3	N-[[(3R)-2,3-dihydro-1,4-benzodioxin-3-yl]methyl]-3,5-dimethyl-1-phenyl-pyrazole-4-carboxamide
CCCCNC1=C(C(=NC=N1)OC(C)C)[N+](=O)[O-]	N-butyl-6-isopropoxy-5-nitro-pyrimidin-4-amine
C1=CC(=CC=C1CC2=C(N=CN2)C3=CC(=NC=C3)Br)F	2-bromo-4-[5-[(4-fluorophenyl)methyl]-1H-imidazol-4-yl]pyridine
CC(C)CC(CCC1=C(C=CC(=C1)Cl)F)N	1-(5-chloro-2-fluoro-phenyl)-5-methyl-hexan-3-amine
CC=C[TeH]	(E)-prop-1-ene-1-tellurol
CCCCOC(=O)C1=CC2=C(C=C1)C(=O)C(C2=O)C3=C(C=C4C=C(C=CC4=N3)CC)O	butyl 2-(6-ethyl-3-hydroxy-2-quinolyl)-1,3-dioxo-indane-5-carboxylate
C1=CC(=NC=C1F)NC(=O)C2=CC(=C(C(=C2)F)F)F	3,4,5-trifluoro-N-(5-fluoro-2-pyridyl)benzamide
