0	CC1=CC=CC=C1NC(=O)C2=C(C(=CC=C2)NC(=O)C(C)N3CCC(CC3)C(=O)NC4=CC=CC(=C4)C(=O)NC5=C(C=CC(=C5)F)F)C	CCN1CCCCC1.Cc1ccccc1N.Cc1ccccc1N.Nc1cc(F)ccc1F.Nc1ccccc1
1	CC(C)NC(=O)C1=CN2C=C(C=CC2=N1)C3=C(C=CC(=C3)Cl)OC	CC(C)N.COc1ccc(Cl)cc1-c1ccc2nccn2c1
2	CC(CC1=CC=C(C=C1)NC2=C(C=C(C=C2)CC=O)[N+](=O)[O-])O	Cc1ccc(Nc2ccc(CC(C)O)cc2)c([N+](=O)[O-])c1
3	COC1=C2C(=O)C=C(NC2=C(C=C1)OC)CC#N	COc1ccc(OC)c2c(=O)cc(C)[nH]c12
4	CCC1=CC(=CC=C1)NC(=O)C2=CC3=CC=CC=C3C=C2NC(=O)C4CC4	C1CC1.CCc1cccc(N)c1.Nc1ccc2ccccc2c1
5	CN(C)S(=O)(=O)C1=CC=C(C=C1)NC(=O)CC2=CC=C(C=C2)F	CN(C)S(=O)(=O)c1ccc(N)cc1.Cc1ccc(F)cc1
6	CC1C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)N(C2CC3=CC=C(C=C3)OC4=C(C=CC(=C4)C(C(C(=O)N1)N(C2=O)C)O)OC5C(C(C(C(O5)CO)O)O)O)C)C)CC6=CC=C(C=C6)OC)C)C	CCN.CCN.CCN.CNCCc1ccc(OC)cc1.CNCCc1ccc(Oc2cc(C(O)CNC)ccc2OC2OC(CO)C(O)C(O)C2O)cc1
7	C1=CC(=CC=C1C#N)C2=CC3=C(C=C2)NC(=O)C4=NC=C(C34)C(=O)O	N#Cc1ccc(-c2ccc3c(c2)C2C=CN=C2C(=O)N3)cc1
8	CC1=CC(=C(C=C1)C)OC(=O)NC2=CC=C(C=C2)C(C)C	CC(C)c1ccc(N)cc1.Cc1ccc(C)c(O)c1
9	CC1=CC=CC=C1CN(C(C)C(=O)NC(C)C)C(=O)CSCC2=C(C=C(C=C2)Cl)Cl	CC(C)N.CCNCc1ccccc1C.CSCc1ccc(Cl)cc1Cl
10	C1=CC=C(C=C1)C(C2=CC=CC=C2)NC(=O)COC3=CC=CC=C3C=O	COc1ccccc1.NC(c1ccccc1)c1ccccc1
12	CCC(C)NC(=O)CNC1CCCS(=O)(=O)C1	CCCC(C)NCC(=O)NC(C)CC.O.O
13	CC1=C(SC(=C1)NC(=O)C2=CC=CO2)C(=O)OCC(=O)NC(C)C3=CC=C(C=C3)Br	CC(N)c1ccc(Br)cc1.CO.Cc1csc(N)c1.c1ccoc1
14	CC1=CC=C(C=C1)OCC2=NN=C(O2)SC(C)C(=O)C3=CC=C(C=C3)NC(=O)C(C)(C)C	CC(C)C.Cc1ccc(OCc2nnc(SC(C)C(=O)c3ccccc3)o2)cc1
15	CN(CCS(=O)(=O)C)C(=O)N	CNCCS(C)(=O)=O.N
